Ryan Reynolds,making dumb comedies,CS
Charles Foster Kane,publishing newspapers,DS
Dean Martin,singing middle-of-the-road songs,CS
Han Solo,fighting for the rebel alliance,DS
Harry Potter,performing magic tricks,DS
Rico Tubbs,arresting drug dealers,DS
Julian Assange,promoting openness,CS
Sergey Brin,building a search engine,CS
Tyler Durden,making soap,DS
John Calvin,promoting conservative values,CS + DS
Jeremy Paxman,interviewing politicians,CS
Niccolò Machiavelli,currying favour,CS
Richard Dawkins,ranting about religion,CS
Bridget Jones,smoking cigarettes,DS
Tyler Durden,subverting social conventions,DS
El Chappo,running a crime family,CS + DS
Warren Buffett,investing money,CS + DS
Basil Fawlty,terrorizing employees,DS
Wyatt Earp,punishing crime,CS
P. T. Barnum,piquing public interest,CS
Ophelia,talking in riddles,DS
Richard Dawkins,explaining natural selection,CS + DS
Rico Tubbs,tracking down criminals,DS
Bridget Jones,reading self-help books,DS
Winston Churchill,fighting against totalitarianism,CS
Winston Churchill,coining sparkling witticisms,CS + DS
Thomas Edison,patenting new technologies ,CS
Frank Underwood,climbing social ladders,DS
Jerry Lewis,doing slapstick comedy,CS
Ryan Reynolds,starring in Hollywood movies,CS
Charles Foster Kane,promoting yellow journalism,DS
Julian Assange,leaking state secrets,CS
Harriet Tubman,fighting for civil rights,CS + DS
Hercule Poirot,solving crimes,DS
Rupert Murdoch,telling politicians what to do,CS
Natasha Romanova,foiling the schemes of evil villains,DS
Han Solo,doing the Kessel run,DS
Dean Martin,recording pop songs,CS
Bridget Jones,keeping a diary,DS
Jeremy Paxman,posing pointed questions,CS
Sergey Brin,performing Web searches,CS
Rupert Murdoch,running a media empire,CS
Charles Foster Kane,running a newspaper empire,DS
Niccolò Machiavelli,developing cunning plans,CS
Silvio Berlusconi,throwing Bunga Bunga parties,CS
Bridget Jones,reading Cosmopolitan,DS
Frank Underwood,wielding political power,DS
Croesus,ruining an empire,CS
Thomas Edison,developing new technologies,CS + DS
Natasha Romanova,seducing miltary officers,DS
Louis Armstrong,singing jazz songs,CS
Gandalf the Grey,blowing smoke rings,DS
Galileo Galilei,promoting Heliocentrism,CS
Barney Stinson,seducing women,DS
Freddy Krueger,slashing victims,DS
The Joker,causing mayhem,DS
Rico Tubbs,preventing crime,DS
Pepé Le Pew,chasing cats,DS
Basil Fawlty,running a hotel,DS
Judge Joe Dredd,punishing criminals,DS
Ronald Reagan,promoting conservative values,CS
Boy George,writing pop songs,CS
Dr. Dre,producing Hipbop records,CS
Stevie Wonder,writing pop songs,CS
Le Chiffre,cheating at poker,DS
Frank Underwood,manipulating political pawns,DS
Judge Joe Dredd,preventing crime,DS
Harry Potter,studying magic tricks,DS
Rico Tubbs,solving crimes,DS
Agent Phil Coulson,collecting Captain America trading cards,DS
Mahatma Gandhi,promoting racial harmony,CS + DS
Judge Joe Dredd,tracking down criminals,DS
Julian Assange,leaking classified documents,CS
Jeremy Paxman,deflating political egos,CS
Thomas Edison,pioneering new technologies,CS
Pinocchio,lying badly,DS
Rico Tubbs,punishing criminals,DS
P. T. Barnum,selling tickets,CS
Richard Dawkins,promoting atheism,CS
Gandalf the Grey,smoking herb,DS
Silvio Berlusconi,avoiding taxes,CS
Catherine The Great,running a kingdom,CS
Rihanna,writing pop songs,CS
Freddy Krueger,terrorizing sleepers,DS
Wyatt Earp,preventing crime,CS
Croesus,collecting treasures,CS
Mary Poppins,looking after children,DS
Frank Underwood,plotting election strategies,DS
James Bond,shagging spies,DS
Wyatt Earp,arresting criminals,CS + DS
Winston Churchill,promoting democracy,CS
James Bond,foiling the schemes of evil villains,DS
Han Solo,smuggling contraband,DS
Barney Stinson,womanizing,DS
Croesus,running an empire,CS
El Chappo,running a smuggling business,CS
Julian Assange,hacking into computers,CS + DS
Joe Louis,winning heavyweight titles,CS + DS
Giacomo Casanova,womanizing,CS
Jeremy Paxman,grilling interviewees,CS
James Cook,opening new markets,CS + DS
Charlie Chaplin,struggling with modern times,CS
Catherine The Great,ruling over subjects,CS + DS
Frank Underwood,directing the business of state,DS
Silvio Berlusconi,throwing sex parties,CS
Joe Louis,knocking out opponents,CS
Pepé Le Pew,womanizing,DS
Warren Buffett,giving investment advice,CS
Dean Martin,crooning love songs,CS
Freddy Krueger,creating nightmares,DS
Pinocchio,playing poker badly,DS
Joe Louis,winning boxing matches,CS
Richard Dawkins,promoting science,CS
Stevie Wonder,singing pop songs,CS + DS
Boy George,singing pop songs,CS
Barney Stinson,promoting capitalism,DS
Oedipus Rex,solving riddles,DS
The Joker,laughing maniacally,DS
Ophelia,handing out flowers,DS
Natasha Romanova,spying for the enemy,DS
James Cook,exploring foreign countries,CS
Dexter Morgan,killing murderers,DS
Gandalf the Grey,studying magic,DS
Agent Phil Coulson,running a clandestine spy organization,DS
El Chappo,running a criminal enterprise,CS
Harry Potter,playing quidditch,DS
Louis Armstrong,playing jazz trumpet,CS
Sergey Brin,running a tech giant,CS
Dr. Dre,writing rap songs,CS
Dexter Morgan,analyzing murder scenes,DS
Dexter Morgan,revelling in blood spatter,DS
Miss Havisham,seeking revenge,DS
James Bond,killing for Mi6,DS
Louis Armstrong,playing the trumpet,CS
Jane Goodall,living amongst apes,CS + DS
Giacomo Casanova,chasing after women,CS
Pepé Le Pew,seducing women,DS
Hercule Poirot,pursuing criminals,DS
Natasha Romanova,kicking ass,DS
Charles Foster Kane,running for governor,DS
Wyatt Earp,running a frontier town,CS
Dean Martin,starring in romantic comedies,CS
Le Chiffre,devising evil schemes,DS
Sophocles,writing plays,CS + DS
Richard Dawkins,promoting Darwinism,CS
Agent Phil Coulson,appreciating vintage collectibles,DS
Jerry Lewis,starring in comedies,CS
Ophelia,singing bawdy songs,DS
Le Chiffre,playing Baccarat ,DS
Charlie Chaplin,rescuing kids,CS
Rupert Murdoch,publishing newspapers,CS
Judge Joe Dredd,solving crimes,DS
Rihanna,singing pop songs,CS
Freddy Krueger,killing teenagers,DS
Julian Assange,decrying secrecy,CS
Tyler Durden,stealing human fat,DS
Charlie Chaplin,twirling a cane,CS
Han Solo,piloting the Millenium Falcon,DS
Gandalf the Grey,performing magic tricks,DS
Ashton Kutcher,starring in sit-coms,CS + DS
Mahatma Gandhi,promoting pacifism,CS
Winston Churchill,fighting for democracy,CS
Bridget Jones,drinking too much red wine,DS
The Joker,spreading fear,DS
Hercule Poirot,tricking criminals,DS
Mahatma Gandhi,fighting for democracy,CS
Mahatma Gandhi,promoting vegetarianism,CS
Pinocchio,wanting to be a real person,DS
Bridget Jones,counting calories,DS
P. T. Barnum,promoting circus attractions,CS + DS
Richard Dawkins,explaining evolution,CS
Hercule Poirot,extracting confessions,DS
Warren Buffett,running a business empire,CS
Jerry Lewis,doing stand-up,CS + DS
Dr. Dre,singing Hipbop songs,CS
Basil Fawlty,beating menial staff,DS
Niccolò Machiavelli,wielding political power,CS + DS
Dexter Morgan,chasing murderers,DS
Giacomo Casanova,seducing women,CS
Basil Fawlty,condescending to customers,DS
